,brand,model,selling_price,km_driven,fuel,mileage,engine,seats,No_of_years
1874,Nissan,Terrano XL 85 PS,700000,80000,Diesel,20.45,1461.0,5,8
1875,Mahindra,Scorpio Intelli Hybrid S6 Plus,1100000,45000,Diesel,15.4,2179.0,7,6
1876,Hyundai,EON 1.0 Era Plus,300000,60000,Petrol,20.3,998.0,5,6
1877,Maruti,Swift VXI,450000,41800,Petrol,18.6,1197.0,5,10
1878,Maruti,Swift Dzire VDI,700000,50000,Diesel,28.4,1248.0,5,6
1879,Ford,Figo Diesel ZXI,250000,40000,Diesel,20.0,1399.0,5,11
1880,Maruti,Wagon R LXI Minor,140000,96000,Petrol,18.9,1061.0,5,14
1881,Mahindra,Xylo D4 BSIII,250000,117000,Diesel,14.0,2498.0,8,11
1882,Hyundai,i10 Era,210000,110000,Petrol,19.81,1086.0,5,12
1883,Honda,Amaze S i-Dtech,420000,100000,Diesel,25.8,1498.0,5,9
1884,Maruti,Alto LXi,130000,88700,Petrol,19.7,796.0,5,16
1885,Nissan,Sunny XL,320000,70000,Petrol,16.95,1498.0,5,11
1886,Maruti,Wagon R LX BSIII,200000,110000,Petrol,17.3,1061.0,5,13
1887,Maruti,Alto 800 LXI,310000,15000,Petrol,22.74,796.0,5,7
1888,Mahindra,Verito 1.5 D4 BSIII,200000,80000,Diesel,20.8,1461.0,5,11
1889,Maruti,Ritz VXi,350000,50000,Petrol,18.5,1197.0,5,9
1890,Hyundai,EON Sportz,444000,15000,Petrol,21.1,814.0,5,5
1891,Datsun,RediGO T,300000,25000,Petrol,22.7,799.0,5,6
1892,Mahindra,Verito 1.5 D4 BSIII,225000,57000,Diesel,21.0,1461.0,5,12
1893,Mahindra,Bolero 2011-2019 ZLX,600000,75000,Diesel,15.96,2523.0,7,11
1894,Maruti,Eeco 5 Seater AC BSIV,260000,26000,Petrol,15.37,1196.0,5,10
1895,Hyundai,Xcent 1.1 CRDi S Option,375000,160000,Diesel,24.4,1120.0,5,8
1897,Maruti,Alto LXi BSIII,150000,120000,Petrol,19.7,796.0,5,13
1898,Maruti,Alto LXi,110000,50000,Petrol,19.7,796.0,5,9
1899,Maruti,Alto LX,225000,40000,Petrol,19.7,796.0,5,11
1900,Honda,City i VTEC V,860000,28000,Petrol,17.8,1497.0,5,6
1901,Maruti,Swift Dzire LDI,650000,50000,Diesel,28.4,1248.0,5,5
1902,Maruti,Ertiga ZDI,650000,90000,Diesel,20.77,1248.0,7,9
1903,Hyundai,Verna 1.4 CRDi,710000,40000,Diesel,24.8,1396.0,5,7
1904,Ford,Figo 1.5D Base MT,430000,113000,Diesel,25.83,1498.0,5,6
1905,Maruti,Swift Vdi BSIII,305000,188000,Diesel,17.8,1248.0,5,12
1906,Ford,Figo Diesel Titanium,220000,100000,Diesel,20.0,1399.0,5,12
1907,Tata,Sumo MKII Turbo 2.0 LX,150000,225000,Diesel,14.0,1948.0,9,13
1908,Mahindra,TUV 300 mHAWK100 T8,660000,67000,Diesel,18.49,1493.0,7,6
1909,Chevrolet,Beat Diesel LT Option,140000,70000,Diesel,25.44,936.0,5,12
1910,Toyota,Corolla Altis JS MT,1100000,50000,Petrol,14.28,1798.0,5,8
1911,Jaguar,XF 2.2 Litre Luxury,2450000,60000,Diesel,16.36,2179.0,5,10
1912,Volkswagen,meo 1.5 TDI Comfortline AT,625000,34000,Diesel,22.0,1498.0,5,6
1913,Honda,City 1.5 GXI,198000,110000,Petrol,12.8,1493.0,5,19
1914,Maruti,Wagon R LXI,130000,140000,Petrol,18.9,998.0,5,18
1915,Honda,City Corporate Edition,540000,100000,Petrol,16.8,1497.0,5,11
1916,Hyundai,Grand i10 1.2 Kappa Sportz AT,550000,10000,Petrol,18.9,1197.0,5,6
1917,Maruti,Celerio ZXI Optional,475000,30000,Petrol,21.63,998.0,5,5
1918,Audi,Q3 2.0 TDI Quattro Premium Plus,2825000,22000,Diesel,15.73,1968.0,5,6
1919,Honda,Civic ZX Diesel BSIV,2125000,5500,Diesel,26.8,1597.0,5,3
1920,BMW,X1 sDrive20d M Sport,3350000,18000,Diesel,19.62,1998.0,5,5
1921,Toyota,Innova Crysta 2.8 GX AT 8S BSIV,1800000,20000,Diesel,11.36,2755.0,8,5
1922,Hyundai,Santro Asta BSIV,540000,7000,Petrol,20.3,1086.0,5,5
1923,Force,Gurkha Hard Top BS3 4WD,910000,20000,Diesel,17.0,2596.0,5,5
1924,Maruti,Celerio VXI,484999,4875,Petrol,21.63,998.0,5,4
1925,Hyundai,Creta 1.6 CRDi AT SX Plus,1950000,2700,Diesel,17.01,1582.0,5,3
1926,Maruti,Vitara Brezza ZDi,950000,58511,Diesel,24.3,1248.0,5,5
1927,Ford,Figo 1.5D Titanium MT,365000,105000,Diesel,25.83,1498.0,5,8
1928,Mahindra,Thar CRDe ABS,900000,26235,Diesel,16.55,2498.0,6,5
1929,Tata,Nexon 1.5 Revotorq XZ Plus,919999,26766,Diesel,21.5,1497.0,5,6
1930,MG,Hector Sharp DCT Dualtone,1900000,1600,Petrol,13.96,1451.0,5,3
1931,Mercedes-Benz,New C-Class C 220 CDI Elegance MT,2950000,46000,Diesel,15.8,2148.0,5,5
1932,Mahindra,Marazzo M2 BSIV,1075000,23000,Diesel,17.3,1497.0,7,4
1933,Maruti,Swift VXI Optional,600000,24522,Petrol,20.4,1197.0,5,6
1934,BMW,3 Series 320d,3200000,13663,Diesel,22.69,1995.0,5,6
1935,Skoda,Octavia Style Plus 2.0 TDI AT,2600000,11000,Diesel,19.3,1968.0,5,4
1936,Maruti,Vitara Brezza ZDi Plus,839000,63000,Diesel,24.3,1248.0,5,7
1937,Volkswagen,olo 1.2 MPI Comfortline,635000,2000,Petrol,16.2,1199.0,5,4
1938,Mahindra,Scorpio VLX 2WD AIRBAG BSIV,550000,300000,Diesel,12.05,2179.0,8,9
1939,Mahindra,Logan Diesel 1.5 DLE,180000,190000,Diesel,19.2,1461.0,5,12
1940,Honda,City i DTEC E,650000,80000,Diesel,26.0,1498.0,5,8
1941,Honda,Jazz Select Edition Active,350000,80000,Petrol,16.0,1198.0,5,12
1942,Maruti,Alto K10 LXI,265000,54000,Petrol,23.95,998.0,5,8
1943,Renault,KWID 1.0 RXT Optional,330000,30000,Petrol,23.01,999.0,5,5
1944,Maruti,Eeco 7 Seater Standard BSIV,395000,5000,Petrol,15.37,1196.0,7,4
1945,Mahindra,TUV 300 T8,700000,58945,Diesel,18.49,1493.0,7,8
1946,Ford,Figo Diesel Titanium,300000,90000,Diesel,20.0,1399.0,5,11
1947,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,650000,375000,Diesel,12.8,2494.0,8,12
1948,Maruti,Ertiga VDI,625000,160000,Diesel,20.77,1248.0,7,10
1949,Volkswagen,olo GT TDI,425000,80000,Diesel,15.11,1598.0,5,9
1950,Maruti,800 AC BSII,55000,50000,Petrol,16.1,796.0,4,19
1951,Tata,Indigo CS LX (TDI) BS-III,250000,80000,Diesel,19.09,1405.0,5,8
1952,Mahindra,Bolero 2011-2019 Plus AC,459999,156975,Diesel,15.96,2523.0,9,8
1953,Toyota,Corolla Altis 1.4 DGL,1594000,5000,Diesel,21.43,1364.0,5,6
1954,Chevrolet,Sail 1.2 LS ABS,300000,50000,Petrol,18.2,1199.0,5,9
1955,Ford,EcoSport 1.5 TDCi Titanium BSIV,950000,27620,Diesel,22.77,1498.0,5,5
1956,Mahindra,Scorpio LX,484999,120000,Diesel,12.05,2179.0,9,10
1957,Mahindra,Xylo E8,161000,120000,Diesel,14.0,2498.0,8,14
1958,Hyundai,i20 Active 1.2 S,500000,58000,Petrol,17.19,1197.0,5,8
1959,Nissan,Sunny XV,350000,50000,Petrol,16.95,1498.0,5,11
1960,Maruti,Ignis 1.2 AMT Alpha BSIV,550000,40000,Petrol,20.89,1197.0,5,6
1961,Honda,WR-V i-VTEC VX,850000,7800,Petrol,17.5,1199.0,5,5
1962,Maruti,Alto 800 LXI,240000,50000,Petrol,22.74,796.0,5,7
1963,Ford,Endeavour 2.5L 4X2 MT,950000,68000,Diesel,13.1,2499.0,7,12
1964,Maruti,Ertiga VXI,423000,60000,Petrol,16.02,1373.0,7,8
1965,Tata,Indigo GLS,90000,74000,Petrol,12.8,1396.0,5,18
1966,Tata,New Safari DICOR 2.2 VX 4x2 BS IV,350000,58000,Diesel,13.93,2179.0,7,12
1967,Maruti,A-Star Vxi,170000,70000,Petrol,19.0,998.0,5,12
1968,Ford,Figo Aspire 1.2 Ti-VCT Titanium Plus,450000,70000,Petrol,18.16,1196.0,5,8
1969,Hyundai,i10 Magna,150000,110000,Petrol,20.36,1197.0,5,14
1970,Hyundai,i20 Sportz 1.4 CRDi,511000,80000,Diesel,22.54,1396.0,5,7
1971,Maruti,Ertiga 1.5 VDI,850000,59000,Diesel,24.2,1498.0,7,5
1972,Tata,Indica V2 eLS,250000,110000,Diesel,25.0,1396.0,5,5
1973,Maruti,Celerio ZXI,420000,25000,Petrol,21.63,998.0,5,3
1974,Maruti,Alto 800 LXI,180000,55000,Petrol,22.74,796.0,5,9
1975,Maruti,Celerio ZDi,400000,25000,Diesel,27.62,793.0,5,8
1976,Mahindra,Xylo E4,150000,300000,Diesel,14.0,2498.0,7,14
1977,Ford,Figo 1.5D Titanium MT,500000,143200,Diesel,25.83,1498.0,5,7
1978,Jeep,Compass 2.0 Longitude Option BSIV,1689999,60000,Diesel,17.1,1956.0,5,6
1979,Nissan,Micra Diesel XV Premium,204999,120000,Diesel,23.08,1461.0,5,11
1980,Maruti,Ciaz VDi Plus,459999,145000,Diesel,26.21,1248.0,5,9
1981,Hyundai,i20 2015-2017 Magna 1.2,600000,30000,Petrol,18.6,1197.0,5,6
1982,Hyundai,Grand i10 1.2 Kappa Sportz Dual Tone,585000,8000,Petrol,18.9,1197.0,5,4
1983,Ford,Endeavour 2.5L 4X2 MT,551000,170000,Diesel,13.1,2499.0,7,11
1984,Maruti,Swift Dzire LDI,525000,100000,Diesel,23.4,1248.0,5,10
1985,Maruti,Omni 8 Seater BSIV,160000,62000,Petrol,14.0,796.0,5,11
1986,Mahindra,XUV500 W8 AWD,825000,110000,Diesel,15.1,2179.0,7,9
1987,Chevrolet,Tavera Neo 3 LS 9 Str BSIII,600000,80000,Diesel,13.58,2499.0,9,8
1988,Maruti,Zen Base,65000,80000,Petrol,17.3,993.0,5,21
1989,Maruti,Swift Dzire VDI,550000,100000,Diesel,23.4,1248.0,5,10
1990,Mahindra,Bolero 2011-2019 Plus - AC BSIII,650000,120000,Diesel,15.96,2523.0,9,8
1991,Maruti,Swift Dzire VDI,750000,24000,Diesel,28.4,1248.0,5,4
1992,Mahindra,KUV 100 mFALCON D75 K8,380000,80000,Diesel,25.32,1198.0,6,6
1993,Hyundai,Verna 1.6 SX CRDi (O),400000,138000,Diesel,22.32,1582.0,5,11
1994,Maruti,Wagon R LXI,50000,147000,Petrol,18.9,998.0,5,20
1995,Mahindra,TUV 300 mHAWK100 T8 Dual Tone,750000,60000,Diesel,18.49,1493.0,7,6
1996,Chevrolet,Spark 1.0 LS,150000,80000,Petrol,18.0,995.0,5,12
1997,Maruti,Alto 800 LXI,245000,50000,Petrol,22.74,796.0,5,7
1998,Tata,Manza Club Class Quadrajet90 VX,260000,189000,Diesel,21.02,1248.0,5,10
1999,Volkswagen,ento 1.5 TDI Highline AT,411000,90000,Diesel,21.21,1498.0,5,9
